0,0,0.51786
0,0.096225,0.49646
0,0.19245,0.43564
0,0.28868,0.34306
0,0.3849,0.23069
0,0.48113,0.1111
0,0.57735,8e-09
0,0.67358,-0.090958
0,0.7698,-0.15031
0,0.86603,-0.17094
0,0.96225,-0.15101
0,1.0585,-0.091754
0,1.1547,-3.1e-08
0,1.2509,0.11144
0,1.3472,0.23154
0,1.4434,0.34356
0,1.5396,0.43535
0,1.6358,0.49605
0,1.7321,0.51763
0.1,0,0.45094
0.1,0.096225,0.4335
0.1,0.19245,0.38411
0.1,0.28868,0.30989
0.1,0.3849,0.219
0.1,0.48113,0.123
0.1,0.57735,0.032788
0.1,0.67358,-0.040846
0.1,0.7698,-0.088444
0.1,0.86603,-0.10544
0.1,0.96225,-0.088741
0.1,1.0585,-0.041138
0.1,1.1547,0.033151
0.1,1.2509,0.12341
0.1,1.3472,0.21921
0.1,1.4434,0.31041
0.1,1.5396,0.38431
0.1,1.6358,0.43378
0.1,1.7321,0.45095
0.2,0,0.27808
0.2,0.096225,0.27149
0.2,0.19245,0.25298
0.2,0.28868,0.22424
0.2,0.3849,0.18853
0.2,0.48113,0.15218
0.2,0.57735,0.11773
0.2,0.67358,0.090085
0.2,0.7698,0.07232
0.2,0.86603,0.065621
0.2,0.96225,0.072004
0.2,1.0585,0.090312
0.2,1.1547,0.1185
0.2,1.2509,0.15278
0.2,1.3472,0.18949
0.2,1.4434,0.22352
0.2,1.5396,0.25262
0.2,1.6358,0.27168
0.2,1.7321,0.27806
0.3,0,0.065591
0.3,0.096225,0.071956
0.3,0.19245,0.090316
0.3,0.28868,0.11852
0.3,0.3849,0.15281
0.3,0.48113,0.18947
0.3,0.57735,0.22359
0.3,0.67358,0.25275
0.3,0.7698,0.27178
0.3,0.86603,0.27814
0.3,0.96225,0.27151
0.3,1.0585,0.25306
0.3,1.1547,0.22435
0.3,1.2509,0.18854
0.3,1.3472,0.15219
0.3,1.4434,0.11773
0.3,1.5396,0.090106
0.3,1.6358,0.072299
0.3,1.7321,0.065518
0.4,0,-0.10546
0.4,0.096225,-0.088571
0.4,0.19245,-0.041149
0.4,0.28868,0.033133
0.4,0.3849,0.12338
0.4,0.48113,0.21921
0.4,0.57735,0.31041
0.4,0.67358,0.38413
0.4,0.7698,0.43347
0.4,0.86603,0.45115
0.4,0.96225,0.43361
0.4,1.0585,0.38425
0.4,1.1547,0.31006
0.4,1.2509,0.21905
0.4,1.3472,0.12314
0.4,1.4434,0.032805
0.4,1.5396,-0.040843
0.4,1.6358,-0.088477
0.4,1.7321,-0.10547
0.5,0,-0.17097
0.5,0.096225,-0.151
0.5,0.19245,-0.091748
0.5,0.28868,-1.3294e-08
0.5,0.3849,0.11143
0.5,0.48113,0.23152
0.5,0.57735,0.34355
0.5,0.67358,0.43528
