0,0,0.24997
0,0.096225,0.24242
0,0.19245,0.2132
0,0.28868,0.16626
0,0.3849,0.11101
0,0.48113,0.054078
0,0.57735,4e-09
0,0.67358,-0.042475
0,0.7698,-0.072583
0,0.86603,-0.085155
0,0.96225,-0.073284
0,1.0585,-0.042623
0,1.1547,-2e-08
0,1.2509,0.054446
0,1.3472,0.11183
0,1.4434,0.16738
0,1.5396,0.21309
0,1.6358,0.24186
0,1.7321,0.25047
0.1,0,0.22049
0.1,0.096225,0.21291
0.1,0.19245,0.18926
0.1,0.28868,0.15129
0.1,0.3849,0.10539
0.1,0.48113,0.058288
0.1,0.57735,0.014681
0.1,0.67358,-0.019318
0.1,0.7698,-0.043083
0.1,0.86603,-0.052078
0.1,0.96225,-0.043254
0.1,1.0585,-0.019339
0.1,1.1547,0.014889
0.1,1.2509,0.058568
0.1,1.3472,0.10571
0.1,1.4434,0.15148
0.1,1.5396,0.18916
0.1,1.6358,0.21298
0.1,1.7321,0.22006
0.2,0,0.1357
0.2,0.096225,0.13279
0.2,0.19245,0.12373
0.2,0.28868,0.10968
0.2,0.3849,0.092827
0.2,0.48113,0.074441
0.2,0.57735,0.056816
0.2,0.67358,0.043426
0.2,0.7698,0.034351
0.2,0.86603,0.031672
0.2,0.96225,0.034369
0.2,1.0585,0.043583
0.2,1.1547,0.057108
0.2,1.2509,0.07494
0.2,1.3472,0.093522
0.2,1.4434,0.10942
0.2,1.5396,0.12377
0.2,1.6358,0.13271
0.2,1.7321,0.13639
0.3,0,0.031573
0.3,0.096225,0.034396
0.3,0.19245,0.043555
0.3,0.28868,0.057125
0.3,0.3849,0.074953
0.3,0.48113,0.093099
0.3,0.57735,0.1093
0.3,0.67358,0.12336
0.3,0.7698,0.13262
0.3,0.86603,0.13543
0.3,0.96225,0.13228
0.3,1.0585,0.12371
0.3,1.1547,0.10963
0.3,1.2509,0.092882
0.3,1.3472,0.074557
0.3,1.4434,0.056932
0.3,1.5396,0.043441
0.3,1.6358,0.03432
0.3,1.7321,0.031695
0.4,0,-0.052078
0.4,0.096225,-0.043224
0.4,0.19245,-0.01937
0.4,0.28868,0.014903
0.4,0.3849,0.058604
0.4,0.48113,0.10593
0.4,0.57735,0.15188
0.4,0.67358,0.18879
0.4,0.7698,0.213
0.4,0.86603,0.22014
0.4,0.96225,0.21269
0.4,1.0585,0.18913
0.4,1.1547,0.15149
0.4,1.2509,0.10535
0.4,1.3472,0.058244
0.4,1.4434,0.014684
0.4,1.5396,-0.019347
0.4,1.6358,-0.04306
0.4,1.7321,-0.052158
0.5,0,-0.085113
0.5,0.096225,-0.073072
0.5,0.19245,-0.042666
0.5,0.28868,-8.6962e-09
0.5,0.3849,0.054369
0.5,0.48113,0.11118
0.5,0.57735,0.16625
0.5,0.67358,0.21279
0.5,0.7698,0.24237
0.5,0.86603,0.24963
0.5,0.96225,0.24217
0.5,1.0585,0.21402
0.5,1.1547,0.16755
0.5,1.2509,0.11108
0.5,1.3472,0.054161
0.5,1.4434,1.1026e-08
0.5,1.5396,-0.042506
0.5,1.6358,-0.072522
0.5,1.7321,-0.085071
0.6,0,-0.052305
0.6,0.096225,-0.043174
0.6,0.19245,-0.01931
0.6,0.28868,0.01476
0.6,0.3849,0.058622
0.6,0.48113,0.10586
0.6,0.57735,0.15172
0.6,0.67358,0.18918
0.6,0.7698,0.21337
0.6,0.86603,0.22042
0.6,0.96225,0.21346
0.6,1.0585,0.18948
0.6,1.1547,0.15146
0.6,1.2509,0.10551
0.6,1.3472,0.059081
0.6,1.4434,0.014658
0.6,1.5396,-0.019204
0.6,1.6358,-0.042971
0.6,1.7321,-0.052358
0.7,0,0.031585
0.7,0.096225,0.034316
0.7,0.19245,0.043522
0.7,0.28868,0.057139
0.7,0.3849,0.074819
0.7,0.48113,0.093245
0.7,0.57735,0.1093
0.7,0.67358,0.12337
0.7,0.7698,0.13416
0.7,0.86603,0.13569
0.7,0.96225,0.13259
0.7,1.0585,0.1239
0.7,1.1547,0.10972
0.7,1.2509,0.093145
0.7,1.3472,0.074469
0.7,1.4434,0.056796
0.7,1.5396,0.043387
0.7,1.6358,0.034381
0.7,1.7321,0.031587
0.8,0,0.13595
0.8,0.096225,0.13277
0.8,0.19245,0.12427
0.8,0.28868,0.1097
0.8,0.3849,0.092885
0.8,0.48113,0.074458
0.8,0.57735,0.056708
0.8,0.67358,0.043372
0.8,0.7698,0.03438
0.8,0.86603,0.03154
0.8,0.96225,0.034364
0.8,1.0585,0.043578
0.8,1.1547,0.057208
0.8,1.2509,0.074945
0.8,1.3472,0.092862
0.8,1.4434,0.10948
0.8,1.5396,0.12386
0.8,1.6358,0.13266
0.8,1.7321,0.13581
0.9,0,0.22028
0.9,0.096225,0.21346
0.9,0.19245,0.18917
0.9,0.28868,0.15135
0.9,0.3849,0.10556
0.9,0.48113,0.058118
0.9,0.57735,0.014674
0.9,0.67358,-0.019235
0.9,0.7698,-0.043048
0.9,0.86603,-0.052063
0.9,0.96225,-0.043171
0.9,1.0585,-0.019376
0.9,1.1547,0.014794
0.9,1.2509,0.058595
0.9,1.3472,0.10559
0.9,1.4434,0.15141
0.9,1.5396,0.18891
0.9,1.6358,0.21299
0.9,1.7321,0.22142
1,0,0.25009
1,0.096225,0.2422
1,0.19245,0.21318
1,0.28868,0.16611
1,0.3849,0.11109
1,0.48113,0.054345
1,0.57735,3.366e-09
1,0.67358,-0.042453
1,0.7698,-0.07244
1,0.86603,-0.084974
1,0.96225,-0.072882
1,1.0585,-0.042905
1,1.1547,-1.9821e-08
1,1.2509,0.054635
1,1.3472,0.11125
1,1.4434,0.16638
1,1.5396,0.21305
1,1.6358,0.24315
1,1.7321,0.24978
