0.0 0.0021773515656910666 -0.0021773536240736005
0.1 0.037732016693529956 -0.04688275369161345
0.3 0.10315629926108975 -0.13648698157661016
0.396 0.12451036748155497 -0.17354091978458527
0.5 0.1390901539814012 -0.20561828433574117
0.558 0.14834832057351025 -0.22701252820598442
0.769 0.16499519637623436 -0.2801665663428043
0.915 0.16872102857094115 -0.3036753156771345
1.381 0.16801517321160617 -0.33469735385049465
1.53 0.16387857439010797 -0.33252756241356946
2.06 0.14451593383598577 -0.30742077824874403
2.558  0.12468764478092233 -0.27434952082188313
3.071 0.10686383929847691 -0.24162147254848235
