-183.371725806 -105.926497627  0.09938953291907966
-182.068601806 -103.83976462700001  0.24012960897805355 0.02734494541872397
-180.765476806 -101.75303262700001  0.28955285758019245 -0.04515622301041804
-179.46235280599998 -99.666300627  0.31415321572784616 -0.11303496347926442
-178.159228806 -97.579568627  0.3106831589923905 -0.17082971755909832
-176.856103806 -95.492836627  0.28098238797719766 -0.21470179879763704
-175.552979806 -93.406104627  0.23046826980179172 -0.24309494177392355
-174.249855806 -91.319372627  0.16618275071120575 -0.25600782747796297
-172.946730806 -89.23264062700001  0.0946658179381282 -0.25370110855380096 0.2615578580501038
-171.643606806 -87.145907627  0.020355456897958993 -0.23606742333145558 0.2611830564839439
-170.34048280599998 -85.059175627  -0.053215982804513125 -0.20270898270293317 0.25332898916414404
-169.037357806 -82.972443627  -0.12284386085324119 -0.1527484984235686 0.23977124191454227
-167.734233806 -80.885711627  -0.18461454820225787 -0.08591089536648958 0.22287490721199144
-166.431108806 -78.79897962700001  -0.2328622030010637 -0.005102350535933447 0.20503896829208715
-165.127984806 -76.71224762700001  -0.2639841753135965 0.08359936314415302 0.18899151637823886
-163.824860806 -74.625515627  -0.2785053223366927 0.17122100585764355 0.17722998459775047
-162.52173580599998 -72.538783627  -0.2790518150115384 0.24784524933770108 0.17181371947125956
-161.21861180599998 -70.452050627  -0.26883885007668495 0.3053427738312382 0.17401169722353935
-159.915487806 -68.36531862700001  -0.24954449010112606 0.33978222020928905 0.18334215683762975
-158.612362806 -66.27858662700001  -0.22109270712961943 0.35085629686907444 0.19743558866332298
-157.309238806 -64.191854627  -0.18315148749867408 0.3398999415377693 0.21328851014861458
-156.006114806 -62.10512262700001  -0.13503273938616386 0.3089983395436725 0.22752628780416195
-154.702989806 -60.018390627  -0.07662357073427031 0.2607289691207493 0.23719455700733522
-153.399865806 -57.931658627000004  -0.009103245997326051 0.199215310281907 0.24069821375625072
-152.09674180599998 -55.84492662700001  0.06478784610390288 0.13037901854080458 0.2385094538851824
-150.793616806 -53.758194627  0.14027408632041297 0.05952767760307045 0.23352953876562418
-149.490492806 -51.671461627000006  0.2098819920882009 -0.00998698518889477 0.23050852944290245
-148.187367806 -49.584729627  0.2648479240652056 -0.07667839030285392 0.2340134077386449
-146.884243806 -47.497997627000004  0.29722380517557406 -0.13688177200427476 0.24577600572159947
-145.581119806 -45.411265627000006  0.30341652087184745 -0.18644908485594358 0.2640350716362473
-144.27799480599998 -43.324533627  0.2848004658695608 -0.22249642078395118 0.2850341554213407
-142.97487080599998 -41.23780162700001  0.24602164048392405 -0.24378651294543152 0.3044836498013442
-141.671746806 -39.151069627  0.19310010276503858 -0.25039742470643045 0.31869778273225235
-140.368621806 -37.064337627  0.13128548579379576 -0.2425121790011194 0.3254474788964345
-139.065497806 -34.977604627000005  0.06414529543822138 -0.22005177512647486 0.3241595905619629
-137.762373806 -32.89087262700001  -0.005362186679015011 -0.18256777773848087 0.3154265491468161
-136.459248806 -30.80414062700001  -0.07425327472774798 -0.12909877401947215 0.30070339165451637
-135.15612480599998 -28.717408626999998  -0.13850343372701732 -0.05926336032459393 0.28207901152671433
-133.85299980599999 -26.630676627  -0.19207137375667221 0.023783702660048353 0.26192613592643266
-132.549875806 -24.543944627000002  -0.23025241986984418 0.1131256383319539 0.24326307466407687
-131.246751806 -22.457212627000004  -0.2528536392493 0.19902829415813408 0.22895714349599475
-129.943626806 -20.370480627000006  -0.2620513967020179 0.27152774689538517 0.2214532364428625
-128.640502806 -18.28374762700001  -0.2605914900033611 0.32336740364086847 0.22194389612606946
-127.337378806 -16.197015627  -0.2498989591883102 0.35137802185093386 0.22985482322625272
-126.03425380599998 -14.110283627000001  -0.22985449146374382 0.3557288417023214 0.24290937461436424
-124.731129806 -12.023551627000003  -0.20006893218022181 0.33733024249917093 0.2583719598387685
-123.42800580599999 -9.936819627000006  -0.1596050424774983 0.2974957826323636 0.2730922153065196
-122.124880806 -7.850087627000008  -0.10785055213009773 0.238900305892136 0.2841564213697134
-120.821756806 -5.76335562700001  -0.04517585634313023 0.16837008566105374 0.2895341351623659
-119.518632806 -3.676623626999998  0.02637609832138004 0.09328621599773831 0.28918815933450415
-118.215507806 -1.589891627  0.10191448236525447 0.020549170546596888 0.28563775416046056
-178.454275806 -106.096842627  -0.0463739099604982 0.28338975555552803
-177.151150806 -104.010110627  0.23310438953698948 -0.1071093210737933 0.2868187670689651
