-177.70296842200003 -103.35770096  0.13659881148388564
-175.62486742200002 -102.04085596  0.1948838519018684 0.1353692685691889 0.10632863355398349
-173.54676642200002 -100.72401096  0.21936738823341817 0.1323556262292793 0.07681598573179824
-171.46866542200002 -99.40716596  0.23960937491162276 0.12726790843932126 0.04820680282465877
-169.390565422 -98.09032096  0.25490975930791204 0.11990765715372448 0.020730495106539012
-167.312464422 -96.77347596  0.26478008554535853 0.1101982210118319 -0.0055588282259533
-165.234363422 -95.45663096  0.2689625845797729 0.09816765339999739 -0.030444842065171566
-163.156262422 -94.13978596  0.2673744513174494 0.08391828362690278 -0.053901888920931736
-161.078161422 -92.82294096  0.2600413993296514 0.06759932166745256 -0.07580311998218973
-159.00006042200002 -91.50609596000001  0.24705338045186856 0.04938517330142261 -0.09618131290455163
-156.92195942200001 -90.18925096000001  0.22855096249298665 0.029471234355167235 -0.11490212571945266
-154.843858422 -88.87240596000001  0.20475185198504964 0.008084877113533758 -0.13201769296160323
-152.765758422 -87.55556096000001  0.1759963234093249 -0.014486062886742503 -0.14739903244074384
-150.68765742200003 -86.23871596000001  0.14279778724865438 -0.03789864701606284 -0.16126356116638368
-148.60955642200003 -84.92187096  0.10587147101690125 -0.06173590902251297 -0.1734964170711892
-146.53145542200002 -83.60502596  0.06612925535520181 -0.08553574785121008 -0.18433420024583086
-144.45335442200002 -82.28818096  0.0246412236572413 -0.10882189626170893 -0.19386071515892642
-142.37525342200001 -80.97133596  -0.017429656357215984 -0.131136230689904 -0.20226697277000616
-140.297152422 -79.65449096  -0.0589045077457658 -0.1520785144807466 -0.20972485703363847
-138.219051422 -78.33764596  -0.09865432416321622 -0.171333976157008 -0.2163981238230254
-136.140950422 -77.02080096  -0.13566056316234343 -0.1886768090203548 -0.2224321344204806
-134.062850422 -75.70395596  -0.16904687273653993 -0.20395971536517624 -0.22791586986249193
-131.984749422 -74.38711096  -0.1980910618523856 -0.21712242458976294 -0.23302598143196107
-129.90664842200002 -73.07026596  -0.22223237265904364 -0.22814861181299664 -0.23785505652872435
-127.82854742200001 -71.75342096  -0.2410503950271096 -0.2370531899189721 -0.24240985911914184
-125.75044642200001 -70.43657596  -0.2542422144999852 -0.24389038582948777 -0.2467470306555828
-123.672345422 -69.11973096  -0.2616414023139793 -0.24870590664908077 -0.25085615325372956
-121.594244422 -67.80288596  -0.2631685082220582 -0.2515088546452082 -0.25472031122281735
-119.51614342200001 -66.48604096  -0.2588085371298468 -0.25226038886371627 -0.2583294550905072
-117.43804242200001 -65.16919596  -0.2486392116506525 -0.25087124115765846 -0.2616589985567359
-115.35994242200002 -63.85235096  -0.23300007924721128 -0.2472608334207798 -0.2646390404614842
-113.28184142200001 -62.53550596  -0.21204033527043614 -0.24138811324047396 -0.2673310439479178
-111.20374042200001 -61.21866096  -0.1860551487823309 -0.23323071722613753 -0.2697461024137486
-109.125639422 -59.90181596  -0.15538002827359618 -0.22282627702878985 -0.27180371160731115
-107.04753842200002 -58.58497096  -0.12051138819173729 -0.21028862793091305 -0.2734718504283153
