x           y           stackinginfo
1.35663785693722 0.420133173112384 0
2.71278123415776 0.84134336243892 0
3.0288998009188 2.22588168453698 0
4.38484279695855 2.64819176747549 0
4.70188287088006 4.03260701865482 0
6.05756264048134 4.45619176546089 0
6.37508383426239 5.8406062402087 0
7.73045336603023 6.26554784000853 0
8.04798415536682 7.65009159431278 0
9.40302185939754 8.07635741292629 0
9.72007586815832 9.46116066105519 4
11.0747852615752 9.88861424570252 4
11.3908724798748 11.2738002908391 4
12.7452832924644 11.702215423252 4
13.0599398945497 13.0878865847567 2
14.4141106924326 13.5169579009465 5
14.7269608627892 14.9031748522624 2
16.0809781261971 15.3325282185586 2
16.3918413896918 16.719286905032 2
17.745827696176 17.1484562419269 2
18.0547894657063 18.5356651364315 2
19.4088975366977 18.9641162074808 5
19.7162874381668 20.3516055726944 5
21.0706731304323 20.7788313279454 5
21.3770064799962 22.1663946720959 5
22.7317907123754 22.5920439472457 5
23.0376743548437 23.9794853698952 2
24.3929272817502 24.4033965746323 4
24.6989763612875 25.790549753344 4
26.0547237252135 26.2127234738472 4
26.3614956380232 27.5994654263246 4
27.717717045831 28.020058350621 4
28.0256473027672 29.4063188236071 0
29.3822860222628 29.8256186249623 0
29.6916571938279 31.211378663018 0
31.0486322965375 31.6297555414955 0
31.3595587646345 33.0150433034688 0
32.7167712406874 33.4329056250717 0
33.0292086719649 34.8177890108706 0
34.3865523558915 35.2355536248445 0
34.7003270541053 36.6201276913906 0
36.0577019659024 37.0381858597684 0
36.3725523274953 38.4225534481351 0
37.7298623827438 38.8412502239994 0
38.0454597743959 40.2255169475887 0
39.4026000139293 40.6451838349564 0
39.7185543803747 42.0294674283558 0
41.0754189835053 42.4504151182109 0
41.3913095723308 43.8348437294577 0
42.747804044432 44.2573315347594 0
43.063198756762 45.6420377879903 4
44.4192490105808 46.0662397060809 4
44.7337075833059 47.4513576303735 4
46.0892708623174 47.8773278073506 4
46.4023739112892 49.2629825471412 2
47.7574544962143 49.6906166682423 2
48.0688714603613 51.0768986772678 2
49.4235322511083 51.5059115430615 2
49.7331040084432 52.8928389809852 2
51.0874614641317 53.3227846809732 2
51.3952645792369 54.7102812712424 2
52.7494799514018 55.1405786577744 2
53.0558398990281 56.5284750372008 2
54.4101071744328 56.9584381656439 2
54.7155358212714 58.3464981839833 2
56.0700517375053 58.7754349509112 2
56.3751558970252 60.1634024954101 2
57.7300821007874 60.5907450425594 2
58.0354734498895 61.9783901235311 2
59.3909194682143 62.4037650293282 2
59.6971654099489 63.7909036817813 2
61.053185450115 64.214173955722 2
61.3607283580328 65.6006954591558 2
62.7173172912326 66.0219665959883 4
63.026403174703 67.4078482705832 4
64.3835080957035 67.8274099752249 4
64.6941653564175 69.2127093813906 4
66.0517025745551 69.630955424732 0
66.363768158683 71.0157836663904 0
67.7216343943725 71.4331364048939 0
68.0348157714133 72.8176293137841 0
