0,0,-3e-09
0,0.096225,-0.057932
0,0.19245,-0.094415
0,0.28868,-0.10563
0,0.3849,-0.094121
0,0.48113,-0.057388
0,0.57735,-1.6e-08
0,0.67358,0.06925
0,0.7698,0.14534
0,0.86603,0.21695
0,0.96225,0.27352
0,1.0585,0.31154
0,1.1547,0.32448
0,1.2509,0.31154
0,1.3472,0.27396
0,1.4434,0.21769
0,1.5396,0.14641
0,1.6358,0.069747
0,1.7321,1.9e-08
0.1,0,0.020857
0.1,0.096225,-0.025538
0.1,0.19245,-0.054204
0.1,0.28868,-0.06387
0.1,0.3849,-0.054178
0.1,0.48113,-0.025382
0.1,0.57735,0.020671
0.1,0.67358,0.07736
0.1,0.7698,0.13792
0.1,0.86603,0.19528
0.1,0.96225,0.24141
0.1,1.0585,0.27253
0.1,1.1547,0.28319
0.1,1.2509,0.27233
0.1,1.3472,0.24147
0.1,1.4434,0.19566
0.1,1.5396,0.13867
0.1,1.6358,0.077853
0.1,1.7321,0.02082
0.2,0,0.073218
0.2,0.096225,0.056988
0.2,0.19245,0.046386
0.2,0.28868,0.041331
0.2,0.3849,0.046198
0.2,0.48113,0.056633
0.2,0.57735,0.072993
0.2,0.67358,0.09485
0.2,0.7698,0.11786
0.2,0.86603,0.14039
0.2,0.96225,0.15941
0.2,1.0585,0.17135
0.2,1.1547,0.17375
0.2,1.2509,0.17072
0.2,1.3472,0.15923
0.2,1.4434,0.14036
0.2,1.5396,0.1178
0.2,1.6358,0.094921
0.2,1.7321,0.073237
0.3,0,0.1404
0.3,0.096225,0.15958
0.3,0.19245,0.17134
0.3,0.28868,0.17374
0.3,0.3849,0.17073
0.3,0.48113,0.15921
0.3,0.57735,0.14034
0.3,0.67358,0.1177
0.3,0.7698,0.094956
0.3,0.86603,0.073366
0.3,0.96225,0.056906
0.3,1.0585,0.046399
0.3,1.1547,0.041317
0.3,1.2509,0.046177
0.3,1.3472,0.056603
0.3,1.4434,0.072998
0.3,1.5396,0.094899
0.3,1.6358,0.11784
0.3,1.7321,0.14034
0.4,0,0.1952
0.4,0.096225,0.24141
0.4,0.19245,0.27253
0.4,0.28868,0.28319
0.4,0.3849,0.27234
0.4,0.48113,0.2414
0.4,0.57735,0.19562
0.4,0.67358,0.13862
0.4,0.7698,0.078047
0.4,0.86603,0.020845
0.4,0.96225,-0.025568
0.4,1.0585,-0.054336
0.4,1.1547,-0.063879
0.4,1.2509,-0.054087
0.4,1.3472,-0.025397
0.4,1.4434,0.020674
0.4,1.5396,0.07737
0.4,1.6358,0.13791
