-177.70296842200003 -103.35770096  0.1372448691464401
-175.62486742200002 -102.04085596  0.19909437137188413 0.1348456981530845 0.10739526224573712
-173.54676642200002 -100.72401096  0.2249187298711107 0.13053775606064125 0.07726965499971374
-171.46866542200002 -99.40716596  0.24594838891313403 0.12397942388461398 0.048191861959451895
-169.390565422 -98.09032096  0.26133511334744136 0.1149486721910635 0.020456173064392215
-167.312464422 -96.77347596  0.2705337673670464 0.10339152539132716 -0.005832203458087555
-165.234363422 -95.45663096  0.2732940365106421 0.08939579011483709 -0.030416594906477627
-163.156262422 -94.13978596  0.26956919980882 0.07313473715180427 -0.05323734026645752
-161.078161422 -92.82294096  0.2594377974064558 0.05482972065812386 -0.07413947189177539
-159.00006042200002 -91.50609596000001  0.2430732262316726 0.03474212485449486 -0.09313907335615408
-156.92195942200001 -90.18925096000001  0.22077140657012465 0.013192091667408944 -0.1101091881552822
-154.843858422 -88.87240596000001  0.19301801324044582 -0.009421765111141716 -0.1251433719900514
-152.765758422 -87.55556096000001  0.16054447531387941 -0.0326086033459564 -0.13819077757321596
-150.68765742200003 -86.23871596000001  0.12433824982420505 -0.05582901879145414 -0.14957597480732793
-148.60955642200003 -84.92187096  0.08558408987049065 -0.07852499980045652 -0.15930189619714996
-146.53145542200002 -83.60502596  0.045560920218350086 -0.10018381332290079 -0.16771438343002146
-144.45335442200002 -82.28818096  0.005525367311615814 -0.12038364376220775 -0.17498295221419843
-142.37525342200001 -80.97133596  -0.0333835863441929 -0.1388191656322109 -0.18135041851093786
-140.297152422 -79.65449096  -0.07020338986769474 -0.1553043844667098 -0.1870120156631724
-138.219051422 -78.33764596  -0.1041682437720678 -0.16976518707666016 -0.19213349040247668
-136.140950422 -77.02080096  -0.13470081826658917 -0.1822192336687251 -0.196851379751395
-134.062850422 -75.70395596  -0.1613973083678892 -0.1927320157531726 -0.2012402346408539
-131.984749422 -74.38711096  -0.18398935021293325 -0.20141254038808926 -0.20545493476953292
-129.90664842200002 -73.07026596  -0.20231506348547132 -0.20838729696328478 -0.20955258922412695
-127.82854742200001 -71.75342096  -0.21627526644827033 -0.21379874872663487 -0.21349407099402248
-125.75044642200001 -70.43657596  -0.2258263260836599 -0.21779269294724327 -0.21731003977296956
-123.672345422 -69.11973096  -0.23098508409026897 -0.2204758322362872 -0.2209834146290324
-121.594244422 -67.80288596  -0.23177750056563592 -0.2219071084059052 -0.22449941121941092
-119.51614342200001 -66.48604096  -0.22823893314643312 -0.22209613228616767 -0.22784628520684727
-117.43804242200001 -65.16919596  -0.2204089764928687 -0.2209985235388688 -0.23100274142333696
-115.35994242200002 -63.85235096  -0.20850751274536686 -0.21854187901793865 -0.23390082416817726
-113.28184142200001 -62.53550596  -0.19252612300391003 -0.2146527146234179 -0.23659354005207892
-111.20374042200001 -61.21866096  -0.17258235553293552 -0.20924650382230203 -0.2390780471625768
-109.125639422 -59.90181596  -0.14874334173225268 -0.20223684587320467 -0.24128676814380734
-107.04753842200002 -58.58497096  -0.1211198859464955 -0.19356317412306479 -0.24323381811182773
-104.96943742200001 -57.268125960000006  -0.08992235488771665 -0.18321314747343742 -0.2448597955877566
-102.89133642200001 -55.951280960000005  -0.05548899752441437 -0.17123416185357876 -0.24605931780886983
-100.813235422 -54.634435960000005  -0.018318248617023077 -0.15774933504974067 -0.24667266333100563
-98.73513442200002 -53.317590960000004  0.020939625568581755 -0.14296317180994755 -0.24648050163537147
-96.65703442200001 -52.00074596  0.0612828116387106 -0.12718261740132802 -0.24516563498881505
-94.578933422 -50.68390096  0.10171002055726337 -0.11081764762506424 -0.2424526552215636
-92.50083242200002 -49.36705596  0.1408869593221452 -0.09435782879738888 -0.23794856840668924
-90.42273142200001 -48.05021096  0.17738872709189588 -0.07834782448599713 -0.23117046329406601
-88.34463042200001 -46.73336596  0.2097757411089129 -0.06333395380227336 -0.22175738248044632
-86.266529422 -45.41652096  0.23674270439856945 -0.049801999799656174 -0.20938559591504832
-84.18842842200002 -44.099675960000006  0.2572807626768069 -0.03811163366373903 -0.1938556869390549
